,E57_KO_10uM_cyto3,E57_KO_10uM_cyto3,E57_KO_500uM_cyto3,E57_KO_500uM_cyto3,E57_KO_Control_cyto3,E57_KO_Control_cyto3,E57_KO_DMSO_cyto3,E57_KO_DMSO_cyto3,E57_WT_10uM_cyto3,E57_WT_10uM_cyto3,E57_WT_500uM_cyto3,E57_WT_500uM_cyto3,E57_WT_Control_cyto3,E57_WT_Control_cyto3,E57_WT_DMSO_cyto3,E57_WT_DMSO_cyto3,E58_KO_10uM_cyto3,E58_KO_10uM_cyto3,E58_KO_500uM_cyto3,E58_KO_500uM_cyto3,E58_KO_Control_cyto3,E58_KO_Control_cyto3,E58_KO_DMSO_cyto3,E58_KO_DMSO_cyto3,E58_WT_10uM_cyto3,E58_WT_10uM_cyto3,E58_WT_500uM_cyto3,E58_WT_500uM_cyto3,E58_WT_Control_cyto3,E58_WT_Control_cyto3,E58_WT_DMSO_cyto3,E58_WT_DMSO_cyto3,E59_KO_10uM_cyto3,E59_KO_10uM_cyto3,E59_KO_500uM_cyto3,E59_KO_500uM_cyto3,E59_KO_Control_cyto3,E59_KO_Control_cyto3,E59_KO_DMSO_cyto3,E59_KO_DMSO_cyto3,E59_WT_10uM_cyto3,E59_WT_10uM_cyto3,E59_WT_500uM_cyto3,E59_WT_500uM_cyto3,E59_WT_Control_cyto3,E59_WT_Control_cyto3,E59_WT_DMSO_cyto3,E59_WT_DMSO_cyto3
,counts,time,counts,time,counts,time,counts,time,counts,time,counts,time,counts,time,counts,time,counts,time,counts,time,counts,time,counts,time,counts,time,counts,time,counts,time,counts,time,counts,time,counts,time,counts,time,counts,time,counts,time,counts,time,counts,time,counts,time
268,2396,134.0,1765,134.0,3013,134.0,929,134.0,4853,134.0,2119,134.0,6699,134.0,5623,134.0,4995,134.0,2166,134.0,5892,134.0,4052,134.0,3885,134.0,4497,134.0,10028,134.0,5513,134.0,7602,134.0,4966,134.0,9785,134.0,9923,134.0,6247,134.0,3387,134.0,11111,134.0,11719,134.0
269,2418,134.5,1758,134.5,3028,134.5,927,134.5,4892,134.5,2140,134.5,6760,134.5,5673,134.5,5016,134.5,2185,134.5,5922,134.5,4076,134.5,3929,134.5,4520,134.5,10101,134.5,5550,134.5,7611,134.5,4965,134.5,9874,134.5,9990,134.5,6262,134.5,3383,134.5,11232,134.5,11805,134.5
270,2441,135.0,1751,135.0,3043,135.0,925,135.0,4931,135.0,2162,135.0,6822,135.0,5723,135.0,5038,135.0,2205,135.0,5952,135.0,4101,135.0,3974,135.0,4544,135.0,10174,135.0,5588,135.0,7620,135.0,4964,135.0,9963,135.0,10057,135.0,6277,135.0,3380,135.0,11354,135.0,11891,135.0
271,2431,135.5,1745,135.5,3098,135.5,934,135.5,4963,135.5,2182,135.5,6910,135.5,5781,135.5,5068,135.5,2183,135.5,6013,135.5,4125,135.5,3989,135.5,4538,135.5,10299,135.5,5643,135.5,7671,135.5,4994,135.5,9991,135.5,10126,135.5,6301,135.5,3398,135.5,11464,135.5,12007,135.5
272,2421,136.0,1739,136.0,3154,136.0,943,136.0,4995,136.0,2203,136.0,6998,136.0,5839,136.0,5099,136.0,2161,136.0,6074,136.0,4149,136.0,4005,136.0,4532,136.0,10425,136.0,5699,136.0,7722,136.0,5024,136.0,10019,136.0,10195,136.0,6325,136.0,3416,136.0,11575,136.0,12124,136.0
273,2411,136.5,1733,136.5,3210,136.5,952,136.5,5027,136.5,2224,136.5,7086,136.5,5897,136.5,5130,136.5,2139,136.5,6136,136.5,4173,136.5,4021,136.5,4526,136.5,10551,136.5,5755,136.5,7773,136.5,5055,136.5,10047,136.5,10265,136.5,6350,136.5,3434,136.5,11685,136.5,12240,136.5
274,2401,137.0,1727,137.0,3266,137.0,961,137.0,5059,137.0,2245,137.0,7174,137.0,5955,137.0,5160,137.0,2117,137.0,6197,137.0,4197,137.0,4036,137.0,4520,137.0,10677,137.0,5811,137.0,7824,137.0,5085,137.0,10075,137.0,10334,137.0,6374,137.0,3452,137.0,11796,137.0,12357,137.0
275,2391,137.5,1721,137.5,3322,137.5,970,137.5,5091,137.5,2266,137.5,7262,137.5,6013,137.5,5191,137.5,2095,137.5,6258,137.5,4221,137.5,4052,137.5,4514,137.5,10803,137.5,5867,137.5,7875,137.5,5115,137.5,10103,137.5,10403,137.5,6398,137.5,3470,137.5,11906,137.5,12473,137.5
276,2381,138.0,1716,138.0,3378,138.0,980,138.0,5124,138.0,2287,138.0,7350,138.0,6072,138.0,5222,138.0,2074,138.0,6320,138.0,4246,138.0,4068,138.0,4508,138.0,10929,138.0,5923,138.0,7926,138.0,5146,138.0,10132,138.0,10473,138.0,6423,138.0,3488,138.0,12017,138.0,12590,138.0
277,2400,138.5,1720,138.5,3395,138.5,970,138.5,5147,138.5,2270,138.5,7447,138.5,6142,138.5,5227,138.5,2096,138.5,6370,138.5,4267,138.5,4102,138.5,4521,138.5,11050,138.5,5999,138.5,7947,138.5,5150,138.5,10242,138.5,10514,138.5,6467,138.5,3510,138.5,12114,138.5,12724,138.5
278,2420,139.0,1724,139.0,3413,139.0,961,139.0,5170,139.0,2254,139.0,7544,139.0,6212,139.0,5233,139.0,2119,139.0,6421,139.0,4288,139.0,4136,139.0,4534,139.0,11171,139.0,6075,139.0,7968,139.0,5155,139.0,10353,139.0,10555,139.0,6512,139.0,3532,139.0,12212,139.0,12858,139.0
279,2440,139.5,1728,139.5,3431,139.5,951,139.5,5193,139.5,2238,139.5,7641,139.5,6282,139.5,5238,139.5,2142,139.5,6472,139.5,4310,139.5,4171,139.5,4547,139.5,11293,139.5,6152,139.5,7990,139.5,5160,139.5,10464,139.5,10596,139.5,6557,139.5,3554,139.5,12309,139.5,12992,139.5
280,2460,140.0,1732,140.0,3449,140.0,942,140.0,5216,140.0,2222,140.0,7738,140.0,6352,140.0,5244,140.0,2165,140.0,6523,140.0,4331,140.0,4205,140.0,4560,140.0,11414,140.0,6228,140.0,8011,140.0,5165,140.0,10575,140.0,10637,140.0,6602,140.0,3576,140.0,12407,140.0,13126,140.0
281,2480,140.5,1736,140.5,3467,140.5,932,140.5,5239,140.5,2206,140.5,7835,140.5,6422,140.5,5249,140.5,2188,140.5,6574,140.5,4352,140.5,4239,140.5,4573,140.5,11535,140.5,6304,140.5,8032,140.5,5170,140.5,10686,140.5,10678,140.5,6647,140.5,3598,140.5,12504,140.5,13260,140.5
282,2500,141.0,1741,141.0,3485,141.0,923,141.0,5263,141.0,2190,141.0,7932,141.0,6492,141.0,5255,141.0,2211,141.0,6625,141.0,4374,141.0,4274,141.0,4586,141.0,11657,141.0,6381,141.0,8054,141.0,5175,141.0,10797,141.0,10720,141.0,6692,141.0,3620,141.0,12602,141.0,13395,141.0
283,2508,141.5,1743,141.5,3520,141.5,926,141.5,5309,141.5,2192,141.5,8019,141.5,6558,141.5,5289,141.5,2219,141.5,6674,141.5,4399,141.5,4286,141.5,4584,141.5,11803,141.5,6446,141.5,8081,141.5,5201,141.5,10873,141.5,10798,141.5,6701,141.5,3614,141.5,12721,141.5,13521,141.5
284,2516,142.0,1745,142.0,3556,142.0,930,142.0,5355,142.0,2194,142.0,8107,142.0,6624,142.0,5324,142.0,2228,142.0,6723,142.0,4424,142.0,4298,142.0,4583,142.0,11949,142.0,6512,142.0,8109,142.0,5227,142.0,10949,142.0,10877,142.0,6710,142.0,3609,142.0,12840,142.0,13648,142.0
285,2524,142.5,1747,142.5,3592,142.5,934,142.5,5401,142.5,2197,142.5,8195,142.5,6690,142.5,5358,142.5,2237,142.5,6772,142.5,4449,142.5,4311,142.5,4582,142.5,12096,142.5,6578,142.5,8136,142.5,5253,142.5,11025,142.5,10956,142.5,6719,142.5,3604,142.5,12959,142.5,13775,142.5
286,2532,143.0,1749,143.0,3628,143.0,937,143.0,5447,143.0,2199,143.0,8283,143.0,6756,143.0,5393,143.0,2246,143.0,6821,143.0,4474,143.0,4323,143.0,4580,143.0,12242,143.0,6644,143.0,8164,143.0,5279,143.0,11101,143.0,11034,143.0,6728,143.0,3598,143.0,13078,143.0,13901,143.0
287,2540,143.5,1751,143.5,3664,143.5,941,143.5,5493,143.5,2201,143.5,8371,143.5,6822,143.5,5427,143.5,2255,143.5,6870,143.5,4499,143.5,4335,143.5,4579,143.5,12388,143.5,6710,143.5,8191,143.5,5305,143.5,11177,143.5,11113,143.5,6737,143.5,3593,143.5,13197,143.5,14028,143.5
288,2549,144.0,1753,144.0,3700,144.0,945,144.0,5539,144.0,2204,144.0,8459,144.0,6889,144.0,5462,144.0,2264,144.0,6919,144.0,4525,144.0,4348,144.0,4578,144.0,12535,144.0,6776,144.0,8219,144.0,5332,144.0,11254,144.0,11192,144.0,6747,144.0,3588,144.0,13317,144.0,14155,144.0
289,2571,144.5,1767,144.5,3725,144.5,949,144.5,5567,144.5,2215,144.5,8573,144.5,6961,144.5,5533,144.5,2281,144.5,6967,144.5,4555,144.5,4406,144.5,4571,144.5,12723,144.5,6846,144.5,8258,144.5,5333,144.5,11331,144.5,11269,144.5,6782,144.5,3612,144.5,13453,144.5,14260,144.5
290,2593,145.0,1781,145.0,3751,145.0,953,145.0,5596,145.0,2226,145.0,8688,145.0,7033,145.0,5604,145.0,2299,145.0,7015,145.0,4586,145.0,4465,145.0,4565,145.0,12912,145.0,6916,145.0,8298,145.0,5334,145.0,11409,145.0,11346,145.0,6818,145.0,3636,145.0,13590,145.0,14365,145.0
291,2615,145.5,1796,145.5,3777,145.5,957,145.5,5625,145.5,2237,145.5,8803,145.5,7105,145.5,5675,145.5,2316,145.5,7064,145.5,4617,145.5,4524,145.5,4559,145.5,13100,145.5,6987,145.5,8337,145.5,5335,145.5,11487,145.5,11423,145.5,6854,145.5,3660,145.5,13726,145.5,14470,145.5
292,2637,146.0,1810,146.0,3802,146.0,961,146.0,5654,146.0,2248,146.0,8917,146.0,7177,146.0,5746,146.0,2334,146.0,7112,146.0,4648,146.0,4582,146.0,4552,146.0,13289,146.0,7057,146.0,8377,146.0,5336,146.0,11565,146.0,11500,146.0,6889,146.0,3684,146.0,13863,146.0,14575,146.0
293,2659,146.5,1824,146.5,3828,146.5,965,146.5,5683,146.5,2259,146.5,9032,146.5,7249,146.5,5817,146.5,2351,146.5,7160,146.5,4679,146.5,4641,146.5,4546,146.5,13477,146.5,7127,146.5,8416,146.5,5337,146.5,11643,146.5,11577,146.5,6925,146.5,3708,146.5,13999,146.5,14680,146.5
294,2681,147.0,1839,147.0,3854,147.0,969,147.0,5712,147.0,2271,147.0,9147,147.0,7322,147.0,5888,147.0,2369,147.0,7209,147.0,4710,147.0,4700,147.0,4540,147.0,13666,147.0,7198,147.0,8456,147.0,5339,147.0,11721,147.0,11654,147.0,6961,147.0,3732,147.0,14136,147.0,14786,147.0
295,2679,147.5,1834,147.5,3878,147.5,971,147.5,5731,147.5,2291,147.5,9250,147.5,7382,147.5,5877,147.5,2377,147.5,7248,147.5,4723,147.5,4724,147.5,4546,147.5,13792,147.5,7291,147.5,8472,147.5,5348,147.5,11849,147.5,11703,147.5,6983,147.5,3724,147.5,14257,147.5,14896,147.5
296,2678,148.0,1830,148.0,3902,148.0,974,148.0,5751,148.0,2312,148.0,9353,148.0,7443,148.0,5866,148.0,2386,148.0,7288,148.0,4736,148.0,4748,148.0,4553,148.0,13918,148.0,7384,148.0,8489,148.0,5358,148.0,11978,148.0,11753,148.0,7006,148.0,3717,148.0,14378,148.0,15006,148.0
297,2677,148.5,1826,148.5,3926,148.5,977,148.5,5771,148.5,2333,148.5,9457,148.5,7504,148.5,5855,148.5,2394,148.5,7328,148.5,4749,148.5,4772,148.5,4559,148.5,14045,148.5,7477,148.5,8505,148.5,5368,148.5,12107,148.5,11802,148.5,7029,148.5,3710,148.5,14499,148.5,15116,148.5
298,2675,149.0,1822,149.0,3950,149.0,980,149.0,5790,149.0,2354,149.0,9560,149.0,7564,149.0,5844,149.0,2403,149.0,7367,149.0,4762,149.0,4796,149.0,4566,149.0,14171,149.0,7570,149.0,8522,149.0,5378,149.0,12236,149.0,11852,149.0,7052,149.0,3702,149.0,14620,149.0,15226,149.0
299,2674,149.5,1818,149.5,3974,149.5,983,149.5,5810,149.5,2375,149.5,9663,149.5,7625,149.5,5833,149.5,2411,149.5,7407,149.5,4775,149.5,4820,149.5,4572,149.5,14297,149.5,7663,149.5,8538,149.5,5388,149.5,12365,149.5,11901,149.5,7075,149.5,3695,149.5,14741,149.5,15336,149.5
300,2673,150.0,1814,150.0,3998,150.0,986,150.0,5830,150.0,2396,150.0,9767,150.0,7686,150.0,5823,150.0,2420,150.0,7447,150.0,4788,150.0,4844,150.0,4579,150.0,14424,150.0,7757,150.0,8555,150.0,5398,150.0,12494,150.0,11951,150.0,7098,150.0,3688,150.0,14863,150.0,15446,150.0
301,2690,150.5,1829,150.5,4010,150.5,991,150.5,5887,150.5,2376,150.5,9863,150.5,7746,150.5,5809,150.5,2403,150.5,7505,150.5,4820,150.5,4890,150.5,4585,150.5,14547,150.5,7823,150.5,8581,150.5,5405,150.5,12583,150.5,12016,150.5,7127,150.5,3692,150.5,15005,150.5,15627,150.5
302,2707,151.0,1844,151.0,4023,151.0,996,151.0,5944,151.0,2357,151.0,9960,151.0,7806,151.0,5796,151.0,2387,151.0,7564,151.0,4852,151.0,4937,151.0,4592,151.0,14670,151.0,7890,151.0,8608,151.0,5413,151.0,12673,151.0,12081,151.0,7157,151.0,3697,151.0,15148,151.0,15809,151.0
303,2724,151.5,1859,151.5,4036,151.5,1001,151.5,6001,151.5,2338,151.5,10057,151.5,7866,151.5,5782,151.5,2370,151.5,7622,151.5,4885,151.5,4983,151.5,4599,151.5,14793,151.5,7957,151.5,8635,151.5,5420,151.5,12762,151.5,12146,151.5,7187,151.5,3701,151.5,15291,151.5,15991,151.5
304,2741,152.0,1874,152.0,4049,152.0,1006,152.0,6058,152.0,2319,152.0,10154,152.0,7926,152.0,5769,152.0,2354,152.0,7681,152.0,4917,152.0,5030,152.0,4605,152.0,14916,152.0,8023,152.0,8662,152.0,5428,152.0,12852,152.0,12211,152.0,7217,152.0,3706,152.0,15433,152.0,16173,152.0
305,2758,152.5,1889,152.5,4062,152.5,1011,152.5,6115,152.5,2300,152.5,10251,152.5,7986,152.5,5755,152.5,2337,152.5,7739,152.5,4949,152.5,5076,152.5,4612,152.5,15039,152.5,8090,152.5,8689,152.5,5435,152.5,12941,152.5,12276,152.5,7247,152.5,3710,152.5,15576,152.5,16355,152.5
306,2775,153.0,1905,153.0,4075,153.0,1017,153.0,6172,153.0,2281,153.0,10348,153.0,8047,153.0,5742,153.0,2321,153.0,7798,153.0,4982,153.0,5123,153.0,4619,153.0,15162,153.0,8157,153.0,8716,153.0,5443,153.0,13031,153.0,12341,153.0,7277,153.0,3715,153.0,15719,153.0,16537,153.0
307,2785,153.5,1897,153.5,4105,153.5,1018,153.5,6205,153.5,2303,153.5,10500,153.5,8090,153.5,5792,153.5,2356,153.5,7844,153.5,4981,153.5,5160,153.5,4635,153.5,15240,153.5,8223,153.5,8751,153.5,5456,153.5,13129,153.5,12427,153.5,7304,153.5,3706,153.5,15889,153.5,16630,153.5
308,2796,154.0,1889,154.0,4136,154.0,1020,154.0,6239,154.0,2325,154.0,10653,154.0,8134,154.0,5842,154.0,2391,154.0,7891,154.0,4981,154.0,5198,154.0,4652,154.0,15319,154.0,8289,154.0,8786,154.0,5470,154.0,13227,154.0,12514,154.0,7331,154.0,3697,154.0,16059,154.0,16724,154.0
309,2807,154.5,1881,154.5,4167,154.5,1022,154.5,6272,154.5,2347,154.5,10806,154.5,8178,154.5,5892,154.5,2427,154.5,7937,154.5,4980,154.5,5236,154.5,4669,154.5,15398,154.5,8356,154.5,8821,154.5,5484,154.5,13325,154.5,12601,154.5,7358,154.5,3688,154.5,16229,154.5,16817,154.5
310,2818,155.0,1873,155.0,4198,155.0,1024,155.0,6306,155.0,2369,155.0,10959,155.0,8221,155.0,5942,155.0,2462,155.0,7984,155.0,4980,155.0,5273,155.0,4686,155.0,15476,155.0,8422,155.0,8856,155.0,5498,155.0,13423,155.0,12687,155.0,7385,155.0,3679,155.0,16399,155.0,16911,155.0
311,2829,155.5,1865,155.5,4229,155.5,1026,155.5,6339,155.5,2391,155.5,11112,155.5,8265,155.5,5992,155.5,2497,155.5,8030,155.5,4979,155.5,5311,155.5,4703,155.5,15555,155.5,8488,155.5,8891,155.5,5512,155.5,13521,155.5,12774,155.5,7412,155.5,3670,155.5,16569,155.5,17004,155.5
312,2840,156.0,1857,156.0,4260,156.0,1028,156.0,6373,156.0,2413,156.0,11265,156.0,8309,156.0,6043,156.0,2533,156.0,8077,156.0,4979,156.0,5349,156.0,4720,156.0,15634,156.0,8555,156.0,8927,156.0,5526,156.0,13620,156.0,12861,156.0,7439,156.0,3661,156.0,16740,156.0,17098,156.0
313,2857,156.5,1853,156.5,4294,156.5,1035,156.5,6435,156.5,2403,156.5,11406,156.5,8400,156.5,6047,156.5,2526,156.5,8129,156.5,4990,156.5,5368,156.5,4713,156.5,15759,156.5,8683,156.5,8927,156.5,5546,156.5,13756,156.5,12927,156.5,7465,156.5,3685,156.5,16869,156.5,17234,156.5
314,2874,157.0,1850,157.0,4329,157.0,1043,157.0,6497,157.0,2393,157.0,11548,157.0,8492,157.0,6051,157.0,2520,157.0,8182,157.0,5002,157.0,5388,157.0,4707,157.0,15884,157.0,8811,157.0,8927,157.0,5566,157.0,13893,157.0,12994,157.0,7491,157.0,3709,157.0,16998,157.0,17371,157.0
315,2892,157.5,1847,157.5,4364,157.5,1051,157.5,6559,157.5,2384,157.5,11690,157.5,8584,157.5,6055,157.5,2513,157.5,8234,157.5,5013,157.5,5408,157.5,4701,157.5,16009,157.5,8940,157.5,8927,157.5,5586,157.5,14030,157.5,13060,157.5,7518,157.5,3733,157.5,17128,157.5,17507,157.5
316,2909,158.0,1843,158.0,4398,158.0,1059,158.0,6621,158.0,2374,158.0,11832,158.0,8675,158.0,6059,158.0,2507,158.0,8287,158.0,5025,158.0,5427,158.0,4695,158.0,16134,158.0,9068,158.0,8927,158.0,5606,158.0,14167,158.0,13127,158.0,7544,158.0,3757,158.0,17257,158.0,17644,158.0
317,2926,158.5,1840,158.5,4433,158.5,1067,158.5,6683,158.5,2364,158.5,11974,158.5,8767,158.5,6063,158.5,2500,158.5,8339,158.5,5036,158.5,5447,158.5,4689,158.5,16259,158.5,9196,158.5,8927,158.5,5626,158.5,14304,158.5,13193,158.5,7570,158.5,3781,158.5,17386,158.5,17780,158.5
318,2944,159.0,1837,159.0,4468,159.0,1075,159.0,6745,159.0,2355,159.0,12116,159.0,8859,159.0,6068,159.0,2494,159.0,8392,159.0,5048,159.0,5467,159.0,4683,159.0,16384,159.0,9325,159.0,8928,159.0,5646,159.0,14441,159.0,13260,159.0,7597,159.0,3806,159.0,17516,159.0,17917,159.0
319,2957,159.5,1867,159.5,4527,159.5,1095,159.5,6777,159.5,2385,159.5,12241,159.5,8970,159.5,6137,159.5,2484,159.5,8455,159.5,5094,159.5,5494,159.5,4696,159.5,16485,159.5,9422,159.5,8992,159.5,5620,159.5,14547,159.5,13338,159.5,7628,159.5,3800,159.5,17688,159.5,18055,159.5
